OPERATION_DATE,ROUTE_ID,DIRECTION,TRIP_ID,VEHICLE_ID,SCHED_DEPTIME,ACT_ARRTIME,ACT_DEPTIME,STOP_ORDER_NBR,STOP_ID,STOP,BOARDINGS,ALIGHTINGS
2025-10-01,909,East,22874,19121.0,05:25:00,05:25:02,05:25:02,0,1436,Edmonds Station Bay 4,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:25:16,05:25:16,1,1435,Railroad Ave & Beach Pl,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:25:56,05:25:56,2,408,W Dayton St & Edmonds Way,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:26:23,05:26:23,3,2727,Dayton St & 2nd Ave S,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:27:10,05:27:10,4,1166,5th Ave S & Dayton St,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:27:51,05:27:51,5,1167,5th Ave S & Howell Way,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:28:13,05:28:13,6,1168,5th Ave S & Pine St,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:28:44,05:28:44,7,1170,5th Ave S & Elm Way,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:30:03,05:30:03,8,488,Edmonds Way & 102nd Pl W,0.0,0.0
2025-10-01,909,East,22874,19121.0,05:32:00,05:30:54,05:30:54,9,487,Edmonds Way & 100th Ave W,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:31:28,05:31:28,10,493,Edmonds Way & 95th Pl W,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:32:59,05:32:59,11,489,Edmonds Way & 232nd Pl SW,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:33:37,05:33:37,12,491,Edmonds Way & 236th St SW,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:33:55,05:33:55,13,326,238th St SW & Edmonds Way,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:34:12,05:34:12,14,327,238th St SW & 84th Ave W,0.0,0.0
2025-10-01,909,East,22874,19121.0,05:37:00,05:35:01,05:35:01,15,1016,Hwy 99 & 238th St SW,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:35:47,05:35:47,16,1015,Hwy 99 & 234th St SW,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:36:15,05:36:30,17,1014,Hwy 99 & 230th St SW,3.0,0.0
2025-10-01,909,East,22874,19121.0,,05:37:32,05:37:46,18,307,228th St SW & 76th Ave W,1.0,0.0
2025-10-01,909,East,22874,19121.0,,05:38:10,05:38:10,19,311,228th St SW & 72nd Pl W,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:38:43,05:38:43,20,82,Lakeview Dr & Ballinger Playfield,0.0,0.0
2025-10-01,909,East,22874,19121.0,,05:39:24,05:39:24,21,1401,Lakeview Dr & Ballinger Park,0.0,0.0
2025-10-01,909,East,22874,19121.0,05:45:00,05:40:46,05:40:46,22,2097,Mountlake Terrace Station Bay 1,0.0,4.0
2025-10-01,909,East,22875,15811.0,06:10:00,06:10:35,06:10:35,0,1436,Edmonds Station Bay 4,3.0,0.0
2025-10-01,909,East,22875,15811.0,,06:10:57,06:10:57,1,1435,Railroad Ave & Beach Pl,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:12:07,06:12:07,2,408,W Dayton St & Edmonds Way,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:12:33,06:12:33,3,2727,Dayton St & 2nd Ave S,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:14:01,06:14:01,4,1166,5th Ave S & Dayton St,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:15:07,06:15:24,5,1167,5th Ave S & Howell Way,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:15:58,06:15:58,6,1168,5th Ave S & Pine St,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:16:49,06:17:05,7,1170,5th Ave S & Elm Way,1.0,0.0
2025-10-01,909,East,22875,15811.0,,06:18:54,06:19:17,8,488,Edmonds Way & 102nd Pl W,1.0,0.0
2025-10-01,909,East,22875,15811.0,06:17:00,06:20:04,06:20:04,9,487,Edmonds Way & 100th Ave W,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:20:40,06:20:40,10,493,Edmonds Way & 95th Pl W,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:21:34,06:21:34,11,489,Edmonds Way & 232nd Pl SW,0.0,0.0
2025-10-01,909,East,22875,15811.0,,06:22:27,06:22:27,12,491,Edmonds Way & 236th St SW,0.0,0.0
